"DISTRICT","lists"
"Kamrup Metropolitan",196
"Dhubri",85
"Sonitpur",66
"Kamrup",59
"Cachar",55
"Barpeta",40
"Nalbari",33
"Bongaigaon",31
"Golaghat",29
"Biswanath",28
"Kokrajhar",26
"Nagaon",24
"Tinsukia",24
"Chirang",21
"Jorhat",21
"Majuli",21
"Sivasagar",21
"Baksa",19
"Darrang",17
"Karbi Anglong",17
"Lakhimpur",16
"Morigaon",15
"Dima Hasao",11
"South Salmara Mancachar",11
"Karimganj",9
"Dibrugarh",8
"Goalpara",7
"Hailakandi",7
"Udalguri",5
"Charaideo",3
"Dhemaji",3
