"GLOBAL.UNIQUE.IDENTIFIER","CATEGORY","COMMON.NAME","SCIENTIFIC.NAME","OBSERVATION.COUNT","STATE","COUNTY","LOCALITY","LOCALITY.ID","LOCALITY.TYPE","LATITUDE","LONGITUDE","TIME.OBSERVATIONS.STARTED","OBSERVER.ID","SAMPLING.EVENT.IDENTIFIER","PROTOCOL.TYPE","DURATION.MINUTES","EFFORT.DISTANCE.KM","NUMBER.OBSERVERS","ALL.SPECIES.REPORTED","GROUP.IDENTIFIER","HAS.MEDIA","APPROVED","REVIEWED","group.id","month","day","daym","cyear","year"
"URN:CornellLabOfOrnithology:EBIRD:OBS467960151","species","Spotted Dove","Spilopelia chinensis","4","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:00:00","obsr861052","S34569136","Traveling",35,0,5,1,"G2216395",0,1,0,"G2216395",2,49,18,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS467089943","species","Spotted Dove","Spilopelia chinensis","3","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:35:00","obsr845321","S34487408","Traveling",37,1,9,1,"G2223956",0,1,0,"G2223956",2,50,19,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS1140666345","species","Spotted Dove","Spilopelia chinensis","3","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:27:00","obsr1181542","S87005434","Stationary",32,NA,7,1,"G2220934",0,1,0,"G2220934",2,50,19,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS467077021","species","Spotted Dove","Spilopelia chinensis","3","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:52:00","obsr804347","S34486403","Traveling",48,1.609,11,1,NA,0,1,0,"S34486403",2,50,19,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS1140662874","species","Spotted Dove","Spilopelia chinensis","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:03:00","obsr1181542","S87005433","Stationary",24,NA,6,1,"G2220935",0,1,0,"G2220935",2,50,19,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS467811118","species","Spotted Dove","Spilopelia chinensis","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:23:00","obsr535869","S34554983","Stationary",59,NA,10,1,"G2223959",0,1,0,"G2223959",2,48,17,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS467811056","species","Spotted Dove","Spilopelia chinensis","3","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:27:00","obsr535869","S34554978","Stationary",32,NA,7,1,"G2220934",0,1,0,"G2220934",2,50,19,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS1140662851","species","Spotted Dove","Spilopelia chinensis","4","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:52:00","obsr1181542","S87005430","Stationary",40,NA,11,1,"G2223957",0,1,0,"G2223957",2,50,19,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS467811108","species","Spotted Dove","Spilopelia chinensis","3","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:33:00","obsr535869","S34554982","Stationary",17,NA,11,1,"G2223958",0,1,0,"G2223958",2,50,19,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466550242","species","Spotted Dove","Spilopelia chinensis","4","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:20:00","obsr861125","S34436274","Stationary",19,NA,27,1,"G2214457",0,1,0,"G2214457",2,48,17,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466266379","species","Spotted Dove","Spilopelia chinensis","4","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:20:00","obsr535869","S34410674","Stationary",19,NA,27,1,"G2214457",0,1,0,"G2214457",2,48,17,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS467811076","species","Spotted Dove","Spilopelia chinensis","3","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:35:00","obsr535869","S34554980","Traveling",37,1,9,1,"G2223956",0,1,0,"G2223956",2,50,19,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466322262","species","Spotted Dove","Spilopelia chinensis","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:14:00","obsr865365","S34414968","Traveling",22,0.05,27,1,"G2214456",0,1,0,"G2214456",2,48,17,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS463295853","species","Spotted Dove","Spilopelia chinensis","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"10:30:00","obsr672706","S34169814","Traveling",30,0,1,1,NA,0,1,0,"S34169814",2,36,5,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466682477","species","Spotted Dove","Spilopelia chinensis","6","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:19:00","obsr845321","S34447342","Traveling",60,1,10,1,"G2217305",0,1,0,"G2217305",2,49,18,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466670910","species","Spotted Dove","Spilopelia chinensis","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:38:00","obsr672706","S34446497","Traveling",17,0.1,8,1,"G2216398",0,1,0,"G2216398",2,49,18,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466327467","species","Spotted Dove","Spilopelia chinensis","4","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:20:00","obsr865367","S34415298","Stationary",19,NA,27,1,"G2214457",0,1,0,"G2214457",2,48,17,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466705393","species","Spotted Dove","Spilopelia chinensis","4","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:20:00","obsr865639","S34449455","Stationary",19,NA,27,1,"G2214457",0,1,0,"G2214457",2,48,17,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466329746","species","Spotted Dove","Spilopelia chinensis","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:14:00","obsr865631","S34415481","Traveling",22,0.05,27,1,"G2214456",0,1,0,"G2214456",2,48,17,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466331249","species","Spotted Dove","Spilopelia chinensis","4","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:20:00","obsr866168","S34415588","Stationary",19,NA,27,1,"G2214457",0,1,0,"G2214457",2,48,17,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466329739","species","Spotted Dove","Spilopelia chinensis","4","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:20:00","obsr865371","S34415480","Stationary",19,NA,27,1,"G2214457",0,1,0,"G2214457",2,48,17,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466327554","species","Spotted Dove","Spilopelia chinensis","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:16:00","obsr535869","S34415306","Stationary",20,NA,29,1,NA,0,1,0,"S34415306",2,48,17,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466329917","species","Spotted Dove","Spilopelia chinensis","4","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:20:00","obsr865415","S34415495","Stationary",19,NA,27,1,"G2214457",0,1,0,"G2214457",2,48,17,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS467297926","species","Spotted Dove","Spilopelia chinensis","3","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:27:00","obsr672706","S34507617","Stationary",32,NA,7,1,"G2220934",0,1,0,"G2220934",2,50,19,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466621361","species","Spotted Dove","Spilopelia chinensis","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:54:00","obsr738538","S34442418","Traveling",32,0.2,8,1,"G2216397",0,1,0,"G2216397",2,49,18,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466331126","species","Spotted Dove","Spilopelia chinensis","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:23:00","obsr845321","S34415581","Stationary",59,NA,10,1,"G2223959",0,1,0,"G2223959",2,48,17,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466621331","species","Spotted Dove","Spilopelia chinensis","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:37:00","obsr738538","S34442416","Stationary",15,NA,7,1,"G2216396",0,1,0,"G2216396",2,49,18,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466615887","species","Spotted Dove","Spilopelia chinensis","4","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:00:00","obsr672706","S34441906","Traveling",35,0,5,1,"G2216395",0,1,0,"G2216395",2,49,18,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466599524","species","Spotted Dove","Spilopelia chinensis","3","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:20:00","obsr804347","S34440526","Traveling",75,1.609,8,1,NA,0,1,0,"S34440526",2,49,18,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466670889","species","Spotted Dove","Spilopelia chinensis","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:54:00","obsr672706","S34446496","Traveling",32,0.2,8,1,"G2216397",0,1,0,"G2216397",2,49,18,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS467297964","species","Spotted Dove","Spilopelia chinensis","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:03:00","obsr672706","S34507621","Stationary",24,NA,6,1,"G2220935",0,1,0,"G2220935",2,50,19,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS467811061","species","Spotted Dove","Spilopelia chinensis","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:03:00","obsr535869","S34554979","Stationary",24,NA,6,1,"G2220935",0,1,0,"G2220935",2,50,19,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466705080","species","Spotted Dove","Spilopelia chinensis","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:14:00","obsr865639","S34449427","Traveling",22,0.05,27,1,"G2214456",0,1,0,"G2214456",2,48,17,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS467712174","species","Spotted Dove","Spilopelia chinensis","6","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:49:00","obsr535869","S34547261","Traveling",52,0.6,14,1,NA,0,1,0,"S34547261",2,51,20,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466324371","species","Spotted Dove","Spilopelia chinensis","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"15:28:00","obsr535869","S34415079","Stationary",18,NA,1,1,NA,0,1,0,"S34415079",2,48,17,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS1140662773","species","Spotted Dove","Spilopelia chinensis","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:23:00","obsr1181542","S87005425","Stationary",59,NA,10,1,"G2223959",0,1,0,"G2223959",2,48,17,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS467811141","species","Spotted Dove","Spilopelia chinensis","6","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:19:00","obsr535869","S34554985","Traveling",60,1,10,1,"G2217305",0,1,0,"G2217305",2,49,18,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS471227612","species","Spotted Dove","Spilopelia chinensis","3","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"08:29:00","obsr535869","S34858584","Stationary",15,NA,1,1,NA,0,1,0,"S34858584",2,59,28,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS1140662811","species","Spotted Dove","Spilopelia chinensis","6","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:19:00","obsr1181542","S87005427","Traveling",60,1,10,1,"G2217305",0,1,0,"G2217305",2,49,18,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS467821878","species","Spotted Dove","Spilopelia chinensis","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:05:00","obsr535869","S34555847","Stationary",16,NA,17,1,NA,0,1,0,"S34555847",2,51,20,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466598705","species","Spotted Dove","Spilopelia chinensis","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:54:00","obsr535869","S34440454","Traveling",32,0.2,8,1,"G2216397",0,1,0,"G2216397",2,49,18,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466687084","species","Spotted Dove","Spilopelia chinensis","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:54:00","obsr861052","S34447714","Traveling",32,0.2,8,1,"G2216397",0,1,0,"G2216397",2,49,18,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466687060","species","Spotted Dove","Spilopelia chinensis","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:37:00","obsr861052","S34447712","Stationary",15,NA,7,1,"G2216396",0,1,0,"G2216396",2,49,18,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466326084","species","Spotted Dove","Spilopelia chinensis","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"15:58:00","obsr535869","S34415191","Traveling",15,0.5,1,1,NA,0,1,0,"S34415191",2,48,17,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466621318","species","Spotted Dove","Spilopelia chinensis","4","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:00:00","obsr738538","S34442415","Traveling",35,0,5,1,"G2216395",0,1,0,"G2216395",2,49,18,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS462756982","species","Spotted Dove","Spilopelia chinensis","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"13:40:00","obsr542571","S34125643","Stationary",11,NA,1,1,NA,0,1,0,"S34125643",2,34,3,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466320387","species","Spotted Dove","Spilopelia chinensis","4","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:20:00","obsr865369","S34414864","Stationary",19,NA,27,1,"G2214457",0,1,0,"G2214457",2,48,17,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS467678413","species","Spotted Dove","Spilopelia chinensis","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:16:00","obsr535869","S34544470","Stationary",29,NA,24,1,NA,0,1,0,"S34544470",2,51,20,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466720029","species","Spotted Dove","Spilopelia chinensis","6","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:19:00","obsr672706","S34450812","Traveling",60,1,10,1,"G2217305",0,1,0,"G2217305",2,49,18,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466329814","species","Spotted Dove","Spilopelia chinensis","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:14:00","obsr865619","S34415487","Traveling",22,0.05,27,1,"G2214456",0,1,0,"G2214456",2,48,17,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466754991","species","Spotted Dove","Spilopelia chinensis","4","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:20:00","obsr865788","S34454196","Stationary",19,NA,27,1,"G2214457",0,1,0,"G2214457",2,48,17,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466326098","species","Spotted Dove","Spilopelia chinensis","4","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:20:00","obsr738538","S34415192","Stationary",19,NA,27,1,"G2214457",0,1,0,"G2214457",2,48,17,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS467055205","species","Spotted Dove","Spilopelia chinensis","3","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:33:00","obsr845321","S34484561","Stationary",17,NA,11,1,"G2223958",0,1,0,"G2223958",2,50,19,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466603875","species","Spotted Dove","Spilopelia chinensis","4","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:20:00","obsr865619","S34440855","Stationary",19,NA,27,1,"G2214457",0,1,0,"G2214457",2,48,17,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466327449","species","Spotted Dove","Spilopelia chinensis","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:14:00","obsr865367","S34415297","Traveling",22,0.05,27,1,"G2214456",0,1,0,"G2214456",2,48,17,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466550088","species","Spotted Dove","Spilopelia chinensis","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:14:00","obsr861125","S34436261","Traveling",22,0.05,27,1,"G2214456",0,1,0,"G2214456",2,48,17,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466320058","species","Spotted Dove","Spilopelia chinensis","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:14:00","obsr865369","S34414844","Traveling",22,0.05,27,1,"G2214456",0,1,0,"G2214456",2,48,17,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466329728","species","Spotted Dove","Spilopelia chinensis","4","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:20:00","obsr865631","S34415479","Stationary",19,NA,27,1,"G2214457",0,1,0,"G2214457",2,48,17,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466754866","species","Spotted Dove","Spilopelia chinensis","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:14:00","obsr865788","S34454187","Traveling",22,0.05,27,1,"G2214456",0,1,0,"G2214456",2,48,17,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466324360","species","Spotted Dove","Spilopelia chinensis","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"15:12:00","obsr806729","S34415078","Stationary",32,NA,2,1,NA,0,1,0,"S34415078",2,48,17,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466621390","species","Spotted Dove","Spilopelia chinensis","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:38:00","obsr738538","S34442420","Traveling",17,0.1,8,1,"G2216398",0,1,0,"G2216398",2,49,18,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466687107","species","Spotted Dove","Spilopelia chinensis","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:38:00","obsr861052","S34447717","Traveling",17,0.1,8,1,"G2216398",0,1,0,"G2216398",2,49,18,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466787641","species","Spotted Dove","Spilopelia chinensis","6","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:19:00","obsr861052","S34457140","Traveling",60,1,10,1,"G2217305",0,1,0,"G2217305",2,49,18,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS1140662833","species","Spotted Dove","Spilopelia chinensis","3","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:33:00","obsr1181542","S87005429","Stationary",17,NA,11,1,"G2223958",0,1,0,"G2223958",2,50,19,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466329710","species","Spotted Dove","Spilopelia chinensis","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:14:00","obsr865371","S34415478","Traveling",22,0.05,27,1,"G2214456",0,1,0,"G2214456",2,48,17,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS467177707","species","Spotted Dove","Spilopelia chinensis","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:03:00","obsr845321","S34494153","Stationary",24,NA,6,1,"G2220935",0,1,0,"G2220935",2,50,19,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS1140662863","species","Spotted Dove","Spilopelia chinensis","3","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:35:00","obsr1181542","S87005431","Traveling",37,1,9,1,"G2223956",0,1,0,"G2223956",2,50,19,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS467960024","species","Spotted Dove","Spilopelia chinensis","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:03:00","obsr861052","S34569129","Stationary",24,NA,6,1,"G2220935",0,1,0,"G2220935",2,50,19,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466329938","species","Spotted Dove","Spilopelia chinensis","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:14:00","obsr865415","S34415497","Traveling",22,0.05,27,1,"G2214456",0,1,0,"G2214456",2,48,17,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS467959965","species","Spotted Dove","Spilopelia chinensis","3","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:27:00","obsr861052","S34569121","Stationary",32,NA,7,1,"G2220934",0,1,0,"G2220934",2,50,19,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466605898","species","Spotted Dove","Spilopelia chinensis","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:38:00","obsr535869","S34441054","Traveling",17,0.1,8,1,"G2216398",0,1,0,"G2216398",2,49,18,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS467811060","species","Spotted Owlet","Athene brama","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:03:00","obsr535869","S34554979","Stationary",24,NA,6,1,"G2220935",0,1,0,"G2220935",2,50,19,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS467177706","species","Spotted Owlet","Athene brama","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:03:00","obsr845321","S34494153","Stationary",24,NA,6,1,"G2220935",0,1,0,"G2220935",2,50,19,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS467297963","species","Spotted Owlet","Athene brama","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:03:00","obsr672706","S34507621","Stationary",24,NA,6,1,"G2220935",0,1,0,"G2220935",2,50,19,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS467960023","species","Spotted Owlet","Athene brama","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:03:00","obsr861052","S34569129","Stationary",24,NA,6,1,"G2220935",0,1,0,"G2220935",2,50,19,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS1140662873","species","Spotted Owlet","Athene brama","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:03:00","obsr1181542","S87005433","Stationary",24,NA,6,1,"G2220935",0,1,0,"G2220935",2,50,19,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS462756666","spuh","sunbird sp.","Nectariniidae sp. (sunbird sp.)","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"10:04:00","obsr542571","S34125612","Stationary",10,NA,1,1,NA,0,1,0,"S34125612",2,34,3,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466621359","species","White-breasted Waterhen","Amaurornis phoenicurus","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:54:00","obsr738538","S34442418","Traveling",32,0.2,8,1,"G2216397",0,1,0,"G2216397",2,49,18,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466598703","species","White-breasted Waterhen","Amaurornis phoenicurus","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:54:00","obsr535869","S34440454","Traveling",32,0.2,8,1,"G2216397",0,1,0,"G2216397",2,49,18,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466670887","species","White-breasted Waterhen","Amaurornis phoenicurus","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:54:00","obsr672706","S34446496","Traveling",32,0.2,8,1,"G2216397",0,1,0,"G2216397",2,49,18,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466687082","species","White-breasted Waterhen","Amaurornis phoenicurus","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:54:00","obsr861052","S34447714","Traveling",32,0.2,8,1,"G2216397",0,1,0,"G2216397",2,49,18,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS467811115","spuh","white egret sp.","Egretta/Bubulcus/Ardea sp.","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:23:00","obsr535869","S34554983","Stationary",59,NA,10,1,"G2223959",0,1,0,"G2223959",2,48,17,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466331123","spuh","white egret sp.","Egretta/Bubulcus/Ardea sp.","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:23:00","obsr845321","S34415581","Stationary",59,NA,10,1,"G2223959",0,1,0,"G2223959",2,48,17,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466329808","spuh","white egret sp.","Egretta/Bubulcus/Ardea sp.","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:35:00","obsr866102","S34415486","Traveling",30,8.047,10,1,NA,0,1,0,"S34415486",2,48,17,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS1140662770","spuh","white egret sp.","Egretta/Bubulcus/Ardea sp.","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:23:00","obsr1181542","S87005425","Stationary",59,NA,10,1,"G2223959",0,1,0,"G2223959",2,48,17,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466598706","species","White-throated Kingfisher","Halcyon smyrnensis","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:54:00","obsr535869","S34440454","Traveling",32,0.2,8,1,"G2216397",0,1,0,"G2216397",2,49,18,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466682473","species","White-throated Kingfisher","Halcyon smyrnensis","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:19:00","obsr845321","S34447342","Traveling",60,1,10,1,"G2217305",0,1,0,"G2217305",2,49,18,2017,2016
"URN:CornellLabOfOrnithology:EBIRD:OBS466787637","species","White-throated Kingfisher","Halcyon smyrnensis","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:19:00","obsr861052","S34457140","Traveling",60,1,10,1,"G2217305",0,1,0,"G2217305",2,49,18,2017,2016
