"GLOBAL.UNIQUE.IDENTIFIER","CATEGORY","COMMON.NAME","SCIENTIFIC.NAME","OBSERVATION.COUNT","STATE","COUNTY","LOCALITY","LOCALITY.ID","LOCALITY.TYPE","LATITUDE","LONGITUDE","TIME.OBSERVATIONS.STARTED","OBSERVER.ID","SAMPLING.EVENT.IDENTIFIER","PROTOCOL.TYPE","DURATION.MINUTES","EFFORT.DISTANCE.KM","NUMBER.OBSERVERS","ALL.SPECIES.REPORTED","GROUP.IDENTIFIER","HAS.MEDIA","APPROVED","REVIEWED","group.id","month","day","daym","cyear","year"
"URN:CornellLabOfOrnithology:EBIRD:OBS374025549","species","Purple Sunbird","Cinnyris asiaticus","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:12:00","obsr690939","S27566357","Traveling",15,0.3,10,1,"G1603583",0,1,0,"G1603583",2,43,12,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS373987948","species","Purple Sunbird","Cinnyris asiaticus","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:42:00","obsr699757","S27563098","Stationary",20,NA,7,1,"G1603391",0,1,0,"G1603391",2,46,15,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS373024446","species","Purple Sunbird","Cinnyris asiaticus","3","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:17:00","obsr690939","S27474570","Stationary",16,NA,8,1,"G1599123",0,1,0,"G1599123",2,43,12,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS375172023","species","Purple Sunbird","Cinnyris asiaticus","3","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"08:06:00","obsr542571","S27668190","Traveling",22,0.1,8,1,"G1599473",0,1,0,"G1599473",2,44,13,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS375514911","species","Purple Sunbird","Cinnyris asiaticus","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:55:00","obsr690932","S27697232","Traveling",15,0.2,10,1,"G1603584",0,1,0,"G1603584",2,43,12,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS374059003","species","Purple Sunbird","Cinnyris asiaticus","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:55:00","obsr690941","S27569470","Traveling",15,0.2,10,1,"G1603584",0,1,0,"G1603584",2,43,12,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS374025878","species","Purple Sunbird","Cinnyris asiaticus","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:22:00","obsr690939","S27566379","Stationary",25,NA,12,1,"G1601298",0,1,0,"G1601298",2,45,14,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS373106837","species","Purple Sunbird","Cinnyris asiaticus","3","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:17:00","obsr672706","S27482477","Stationary",16,NA,8,1,"G1599123",0,1,0,"G1599123",2,43,12,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS373452447","species","Purple Sunbird","Cinnyris asiaticus","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:40:00","obsr690941","S27512648","Traveling",23,0.069,8,1,"G1599472",0,1,0,"G1599472",2,44,13,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS384040088","species","Purple Sunbird","Cinnyris asiaticus","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"15:04:00","obsr542571","S28418281","Stationary",15,NA,1,1,NA,0,1,0,"S28418281",2,37,6,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS373107196","species","Purple Sunbird","Cinnyris asiaticus","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:04:00","obsr672706","S27482514","Stationary",16,NA,2,1,"G1599469",0,1,0,"G1599469",2,44,13,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS373002470","species","Purple Sunbird","Cinnyris asiaticus","3","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:17:00","obsr690941","S27472341","Stationary",16,NA,8,1,"G1599123",0,1,0,"G1599123",2,43,12,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS374025836","species","Purple Sunbird","Cinnyris asiaticus","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:42:00","obsr690939","S27566376","Stationary",20,NA,7,1,"G1603391",0,1,0,"G1603391",2,46,15,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS373472738","species","Purple Sunbird","Cinnyris asiaticus","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"16:22:00","obsr711584","S27514441","Stationary",25,NA,12,1,"G1601298",0,1,0,"G1601298",2,45,14,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS374910286","species","Purple Sunbird","Cinnyris asiaticus","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:42:00","obsr672706","S27648226","Stationary",20,NA,7,1,"G1603391",0,1,0,"G1603391",2,46,15,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS373856319","species","Purple Sunbird","Cinnyris asiaticus","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:42:00","obsr535869","S27551402","Stationary",20,NA,7,1,"G1603391",0,1,0,"G1603391",2,46,15,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS374025556","species","Red-breasted Parakeet","Psittacula alexandri","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:12:00","obsr690939","S27566357","Traveling",15,0.3,10,1,"G1603583",0,1,0,"G1603583",2,43,12,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS374058942","species","Red-breasted Parakeet","Psittacula alexandri","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:12:00","obsr690941","S27569464","Traveling",15,0.3,10,1,"G1603583",0,1,0,"G1603583",2,43,12,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS374018203","species","Red-breasted Parakeet","Psittacula alexandri","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:12:00","obsr550321","S27565679","Traveling",15,0.3,10,1,"G1603583",0,1,0,"G1603583",2,43,12,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS375514812","species","Red-breasted Parakeet","Psittacula alexandri","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:12:00","obsr690932","S27697227","Traveling",15,0.3,10,1,"G1603583",0,1,0,"G1603583",2,43,12,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS373107299","species","Red-vented Bulbul","Pycnonotus cafer","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:09:00","obsr672706","S27482523","Traveling",27,0.15,8,1,"G1599471",0,1,0,"G1599471",2,44,13,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS374025826","species","Red-vented Bulbul","Pycnonotus cafer","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:29:00","obsr690939","S27566375","Traveling",24,0.299,7,1,"G1603390",0,1,0,"G1603390",2,46,15,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS372624673","species","Red-vented Bulbul","Pycnonotus cafer","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:33:00","obsr535869","S27438874","Traveling",35,0.7,10,1,"G1600242",0,1,0,"G1600242",2,43,12,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS376862131","species","Red-vented Bulbul","Pycnonotus cafer","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:53:00","obsr690934","S27806130","Traveling",19,0.1,10,1,"G1600239",0,1,0,"G1600239",2,43,12,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS373279990","species","Red-vented Bulbul","Pycnonotus cafer","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:09:00","obsr699757","S27498160","Traveling",27,0.15,8,1,"G1599471",0,1,0,"G1599471",2,44,13,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS608385230","species","Red-vented Bulbul","Pycnonotus cafer","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"17:02:00","obsr690943","S45129693","Stationary",17,NA,6,1,"G1601312",0,1,0,"G1601312",2,45,14,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS374910337","species","Red-vented Bulbul","Pycnonotus cafer","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:29:00","obsr672706","S27648230","Traveling",24,0.299,7,1,"G1603390",0,1,0,"G1603390",2,46,15,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS371170680","species","Red-vented Bulbul","Pycnonotus cafer","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"15:21:00","obsr542571","S27325106","Traveling",15,0.5,8,1,"G1588076",0,1,0,"G1588076",2,37,6,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS374910296","species","Red-vented Bulbul","Pycnonotus cafer","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:42:00","obsr672706","S27648226","Stationary",20,NA,7,1,"G1603391",0,1,0,"G1603391",2,46,15,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS374025543","species","Red-vented Bulbul","Pycnonotus cafer","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:28:00","obsr690939","S27566354","Traveling",15,0.2,10,1,"G1603582",0,1,0,"G1603582",2,43,12,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS372612991","species","Red-vented Bulbul","Pycnonotus cafer","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:53:00","obsr535869","S27437998","Traveling",19,0.1,10,1,"G1600239",0,1,0,"G1600239",2,43,12,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS373452280","species","Red-vented Bulbul","Pycnonotus cafer","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:09:00","obsr690941","S27512632","Traveling",27,0.15,8,1,"G1599471",0,1,0,"G1599471",2,44,13,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS373881772","species","Red-vented Bulbul","Pycnonotus cafer","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:29:00","obsr535869","S27553517","Traveling",24,0.299,7,1,"G1603390",0,1,0,"G1603390",2,46,15,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS372617114","species","Red-vented Bulbul","Pycnonotus cafer","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:17:00","obsr535869","S27438341","Traveling",15,0.2,10,1,"G1600240",0,1,0,"G1600240",2,43,12,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS374039211","species","Red-vented Bulbul","Pycnonotus cafer","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:42:00","obsr690941","S27567615","Stationary",20,NA,7,1,"G1603391",0,1,0,"G1603391",2,46,15,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS374058884","species","Red-vented Bulbul","Pycnonotus cafer","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:28:00","obsr690941","S27569459","Traveling",15,0.2,10,1,"G1603582",0,1,0,"G1603582",2,43,12,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS373280013","species","Red-vented Bulbul","Pycnonotus cafer","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:53:00","obsr699757","S27498163","Traveling",19,0.1,10,1,"G1600239",0,1,0,"G1600239",2,43,12,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS374543942","species","Red-vented Bulbul","Pycnonotus cafer","4","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:34:00","obsr699757","S27616885","Stationary",13,NA,6,1,NA,0,1,0,"S27616885",2,44,13,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS373452620","species","Red-vented Bulbul","Pycnonotus cafer","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"08:06:00","obsr690941","S27512660","Traveling",22,0.1,8,1,"G1599473",0,1,0,"G1599473",2,44,13,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS374025792","species","Red-vented Bulbul","Pycnonotus cafer","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:56:00","obsr690939","S27566371","Stationary",22,NA,7,1,"G1603389",0,1,0,"G1603389",2,46,15,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS373460317","species","Red-vented Bulbul","Pycnonotus cafer","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:45:00","obsr690939","S27513297","Stationary",16,NA,6,1,"G1601219",0,1,0,"G1601219",2,45,14,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS372922723","species","Red-vented Bulbul","Pycnonotus cafer","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"08:06:00","obsr535869","S27465705","Traveling",22,0.1,8,1,"G1599473",0,1,0,"G1599473",2,44,13,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS373893047","species","Red-vented Bulbul","Pycnonotus cafer","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:56:00","obsr535869","S27554387","Stationary",22,NA,7,1,"G1603389",0,1,0,"G1603389",2,46,15,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS372660562","species","Red-vented Bulbul","Pycnonotus cafer","6","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"15:55:00","obsr535869","S27441499","Stationary",15,NA,5,1,NA,0,1,0,"S27441499",2,43,12,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS373987958","species","Red-vented Bulbul","Pycnonotus cafer","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:42:00","obsr699757","S27563098","Stationary",20,NA,7,1,"G1603391",0,1,0,"G1603391",2,46,15,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS374025846","species","Red-vented Bulbul","Pycnonotus cafer","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:42:00","obsr690939","S27566376","Stationary",20,NA,7,1,"G1603391",0,1,0,"G1603391",2,46,15,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS373435176","species","Red-vented Bulbul","Pycnonotus cafer","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"17:02:00","obsr535869","S27511135","Stationary",17,NA,6,1,"G1601312",0,1,0,"G1601312",2,45,14,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS373472769","species","Red-vented Bulbul","Pycnonotus cafer","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"17:02:00","obsr711584","S27514443","Stationary",17,NA,6,1,"G1601312",0,1,0,"G1601312",2,45,14,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS372908983","species","Red-vented Bulbul","Pycnonotus cafer","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:09:00","obsr535869","S27464435","Traveling",27,0.15,8,1,"G1599471",0,1,0,"G1599471",2,44,13,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS375172054","species","Red-vented Bulbul","Pycnonotus cafer","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:40:00","obsr542571","S27668192","Traveling",23,0.069,8,1,"G1599472",0,1,0,"G1599472",2,44,13,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS373279959","species","Red-vented Bulbul","Pycnonotus cafer","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:40:00","obsr699757","S27498159","Traveling",23,0.069,8,1,"G1599472",0,1,0,"G1599472",2,44,13,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS373530195","species","Red-vented Bulbul","Pycnonotus cafer","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"17:02:00","obsr672706","S27519757","Stationary",17,NA,6,1,"G1601312",0,1,0,"G1601312",2,45,14,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS374039254","species","Red-vented Bulbul","Pycnonotus cafer","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:29:00","obsr690941","S27567620","Traveling",24,0.299,7,1,"G1603390",0,1,0,"G1603390",2,46,15,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS373279909","species","Red-vented Bulbul","Pycnonotus cafer","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"08:06:00","obsr699757","S27498154","Traveling",22,0.1,8,1,"G1599473",0,1,0,"G1599473",2,44,13,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS375172033","species","Red-vented Bulbul","Pycnonotus cafer","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"08:06:00","obsr542571","S27668190","Traveling",22,0.1,8,1,"G1599473",0,1,0,"G1599473",2,44,13,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS373107337","species","Red-vented Bulbul","Pycnonotus cafer","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:40:00","obsr672706","S27482526","Traveling",23,0.069,8,1,"G1599472",0,1,0,"G1599472",2,44,13,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS374039271","species","Red-vented Bulbul","Pycnonotus cafer","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:56:00","obsr690941","S27567621","Stationary",22,NA,7,1,"G1603389",0,1,0,"G1603389",2,46,15,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS371170297","species","Red-vented Bulbul","Pycnonotus cafer","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"15:21:00","obsr690935","S27325071","Traveling",15,0.5,8,1,"G1588076",0,1,0,"G1588076",2,37,6,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS373452677","species","Red-vented Bulbul","Pycnonotus cafer","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:45:00","obsr690941","S27512665","Stationary",16,NA,6,1,"G1601219",0,1,0,"G1601219",2,45,14,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS373460436","species","Red-vented Bulbul","Pycnonotus cafer","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"08:06:00","obsr690939","S27513307","Traveling",22,0.1,8,1,"G1599473",0,1,0,"G1599473",2,44,13,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS373107367","species","Red-vented Bulbul","Pycnonotus cafer","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"08:06:00","obsr672706","S27482528","Traveling",22,0.1,8,1,"G1599473",0,1,0,"G1599473",2,44,13,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS373452807","species","Red-vented Bulbul","Pycnonotus cafer","3","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:11:00","obsr690941","S27512671","Stationary",24,NA,6,1,"G1601221",0,1,0,"G1601221",2,45,14,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS374019962","species","Red-vented Bulbul","Pycnonotus cafer","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:28:00","obsr550321","S27565837","Traveling",15,0.2,10,1,"G1603582",0,1,0,"G1603582",2,43,12,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS374910371","species","Red-vented Bulbul","Pycnonotus cafer","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:56:00","obsr672706","S27648233","Stationary",22,NA,7,1,"G1603389",0,1,0,"G1603389",2,46,15,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS373347098","species","Red-vented Bulbul","Pycnonotus cafer","3","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:11:00","obsr535869","S27503570","Stationary",24,NA,6,1,"G1601221",0,1,0,"G1601221",2,45,14,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS373280034","species","Red-vented Bulbul","Pycnonotus cafer","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:17:00","obsr699757","S27498164","Traveling",15,0.2,10,1,"G1600240",0,1,0,"G1600240",2,43,12,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS373332342","species","Red-vented Bulbul","Pycnonotus cafer","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:45:00","obsr535869","S27502375","Stationary",16,NA,6,1,"G1601219",0,1,0,"G1601219",2,45,14,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS375514824","species","Red-vented Bulbul","Pycnonotus cafer","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:28:00","obsr690932","S27697228","Traveling",15,0.2,10,1,"G1603582",0,1,0,"G1603582",2,43,12,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS373460487","species","Red-vented Bulbul","Pycnonotus cafer","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:09:00","obsr690939","S27513311","Traveling",27,0.15,8,1,"G1599471",0,1,0,"G1599471",2,44,13,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS372916088","species","Red-vented Bulbul","Pycnonotus cafer","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:40:00","obsr535869","S27465130","Traveling",23,0.069,8,1,"G1599472",0,1,0,"G1599472",2,44,13,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS373987914","species","Red-vented Bulbul","Pycnonotus cafer","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:56:00","obsr699757","S27563096","Stationary",22,NA,7,1,"G1603389",0,1,0,"G1603389",2,46,15,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS373856329","species","Red-vented Bulbul","Pycnonotus cafer","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"06:42:00","obsr535869","S27551402","Stationary",20,NA,7,1,"G1603391",0,1,0,"G1603391",2,46,15,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS373280068","species","Red-vented Bulbul","Pycnonotus cafer","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:33:00","obsr699757","S27498166","Traveling",35,0.7,10,1,"G1600242",0,1,0,"G1600242",2,43,12,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS373460456","species","Red-vented Bulbul","Pycnonotus cafer","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:40:00","obsr690939","S27513308","Traveling",23,0.069,8,1,"G1599472",0,1,0,"G1599472",2,44,13,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS373460262","species","Red-vented Bulbul","Pycnonotus cafer","3","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:11:00","obsr690939","S27513292","Stationary",24,NA,6,1,"G1601221",0,1,0,"G1601221",2,45,14,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS373987938","species","Red-vented Bulbul","Pycnonotus cafer","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:29:00","obsr699757","S27563097","Traveling",24,0.299,7,1,"G1603390",0,1,0,"G1603390",2,46,15,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS375172105","species","Red-vented Bulbul","Pycnonotus cafer","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:09:00","obsr542571","S27668196","Traveling",27,0.15,8,1,"G1599471",0,1,0,"G1599471",2,44,13,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS376862094","species","Red-vented Bulbul","Pycnonotus cafer","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:17:00","obsr690934","S27806127","Traveling",15,0.2,10,1,"G1600240",0,1,0,"G1600240",2,43,12,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS373988550","species","Red-vented Bulbul","Pycnonotus cafer","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"15:50:00","obsr535869","S27563135","Traveling",20,0.15,3,1,NA,0,1,0,"S27563135",2,46,15,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS376862114","species","Red-vented Bulbul","Pycnonotus cafer","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:33:00","obsr690934","S27806128","Traveling",35,0.7,10,1,"G1600242",0,1,0,"G1600242",2,43,12,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS373452459","species","Red-vented Bulbul","Pycnonotus cafer","1","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:40:00","obsr690941","S27512648","Traveling",23,0.069,8,1,"G1599472",0,1,0,"G1599472",2,44,13,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS373472764","domestic","Rock Pigeon","Columba livia","2","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"17:02:00","obsr711584","S27514443","Stationary",17,NA,6,1,"G1601312",0,1,0,"G1601312",2,45,14,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS373865934","domestic","Rock Pigeon","Columba livia","3","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:06:00","obsr535869","S27552205","Stationary",15,NA,7,1,NA,0,1,0,"S27552205",2,46,15,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS373280029","domestic","Rock Pigeon","Columba livia","4","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:17:00","obsr699757","S27498164","Traveling",15,0.2,10,1,"G1600240",0,1,0,"G1600240",2,43,12,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS374020777","domestic","Rock Pigeon","Columba livia","3","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:46:00","obsr550321","S27565915","Stationary",15,NA,10,1,"G1603581",0,1,0,"G1603581",2,43,12,2016,2015
"URN:CornellLabOfOrnithology:EBIRD:OBS373987901","domestic","Rock Pigeon","Columba livia","6","Assam","Kamrup Metropolitan","Cotton University","L4221645","H",26.1871652,91.747148,"07:56:00","obsr699757","S27563096","Stationary",22,NA,7,1,"G1603389",0,1,0,"G1603389",2,46,15,2016,2015
